state_id,condition,layer,span,vlm_rmse
libero_goal_task03_ep001_seed1_step0100,main_mean,11,observation.language,0.03335576504468918
libero_goal_task03_ep001_seed1_step0100,main_mean,11,observation.state,0.030239921063184738
libero_goal_task03_ep001_seed1_step0100,main_mean,15,observation.images.camera1,0.21981962025165558
libero_goal_task03_ep001_seed1_step0100,main_mean,15,observation.images.camera2,0.0033357921056449413
libero_goal_task03_ep001_seed1_step0100,main_mean,15,observation.language,0.06393185257911682
libero_goal_task03_ep001_seed1_step0100,main_mean,15,observation.state,0.059572625905275345
libero_goal_task03_ep001_seed1_step0100,wrist_mean,3,observation.images.camera1,0.0010568145662546158
libero_goal_task03_ep001_seed1_step0100,wrist_mean,3,observation.images.camera2,0.13821333646774292
libero_goal_task03_ep001_seed1_step0100,wrist_mean,3,observation.language,0.016397353261709213
libero_goal_task03_ep001_seed1_step0100,wrist_mean,3,observation.state,0.01295432448387146
libero_goal_task03_ep001_seed1_step0100,wrist_mean,7,observation.images.camera1,0.0029153802897781134
libero_goal_task03_ep001_seed1_step0100,wrist_mean,7,observation.images.camera2,0.14788749814033508
libero_goal_task03_ep001_seed1_step0100,wrist_mean,7,observation.language,0.023968154564499855
libero_goal_task03_ep001_seed1_step0100,wrist_mean,7,observation.state,0.020947527140378952
libero_goal_task03_ep001_seed1_step0100,wrist_mean,11,observation.images.camera1,0.004592811223119497
libero_goal_task03_ep001_seed1_step0100,wrist_mean,11,observation.images.camera2,0.16352476179599762
libero_goal_task03_ep001_seed1_step0100,wrist_mean,11,observation.language,0.03404299169778824
libero_goal_task03_ep001_seed1_step0100,wrist_mean,11,observation.state,0.03863473981618881
libero_goal_task03_ep001_seed1_step0100,wrist_mean,15,observation.images.camera1,0.006107785273343325
libero_goal_task03_ep001_seed1_step0100,wrist_mean,15,observation.images.camera2,0.1730775237083435
libero_goal_task03_ep001_seed1_step0100,wrist_mean,15,observation.language,0.043495047837495804
libero_goal_task03_ep001_seed1_step0100,wrist_mean,15,observation.state,0.04053828492760658
